#Partially deleted in new
chr18	23310595	23310917
#Partially deleted in new
chr18	36196626	36197123
#Partially deleted in new
chr18	39489822	39490237
#Partially deleted in new
chr18	58659305	58659728
#Partially deleted in new
chr18	62922259	62922671
#Partially deleted in new
chr18	65580673	65581247
#Partially deleted in new
chr18	69346124	69346443
#Partially deleted in new
chr18	73572965	73573474
#Partially deleted in new
chr18	74442337	74442984
#Partially deleted in new
chr18	79109555	79109951
#Partially deleted in new
chr18	80322466	80323185
#Deleted in new
chr18	82692431	82692944
#Split in new
chr19	3205426	3205958
#Partially deleted in new
chr19	3322914	3323496
#Partially deleted in new
chr19	4397186	4397594
#Partially deleted in new
chr19	5425087	5425401
#Partially deleted in new
chr19	5567781	5568193
#Partially deleted in new
chr19	10388888	10389575
#Partially deleted in new
chr19	29251439	29252041
#Partially deleted in new
chr19	36348290	36348873
#Partially deleted in new
chr19	41847444	41848168
#Partially deleted in new
chr19	44746572	44746889
#Partially deleted in new
chr19	45017724	45018274
#Partially deleted in new
chr19	46962057	46962429
#Partially deleted in new
chr19	47343363	47343922
#Partially deleted in new
chr19	50678396	50678974
#Partially deleted in new
chr19	53903338	53903971
#Partially deleted in new
chr19	53945020	53945419
#Partially deleted in new
chr19	55099187	55099594
#Deleted in new
chr19	57360788	57360876
#Partially deleted in new
chr19	61226104	61226909
#Partially deleted in new
chr2	4717587	4718375
#Partially deleted in new
chr2	4882182	4882552
#Partially deleted in new
chr2	6872075	6872766
#Partially deleted in new
chr2	13793395	13793706
#Partially deleted in new
chr2	18056584	18056902
#Partially deleted in new
chr2	25242048	25242415
#Partially deleted in new
chr2	31245875	31246218
#Partially deleted in new
chr2	33640480	33640989
#Partially deleted in new
chr2	37786406	37786950
#Partially deleted in new
chr2	44927024	44927458
#Partially deleted in new
chr2	54436371	54436785
#Partially deleted in new
chr2	61815175	61815413
#Partially deleted in new
chr2	61815474	61815508
#Partially deleted in new
chr2	68471564	68471978
#Partially deleted in new
chr2	72979689	72980189
#Partially deleted in new
chr2	74705086	74705873
#Partially deleted in new
chr2	93334365	93334757
#Partially deleted in new
chr2	112239634	112239948
#Split in new
chr2	116064430	116064660
#Partially deleted in new
chr2	125505530	125505878
#Partially deleted in new
chr2	144010677	144011029
#Partially deleted in new
chr2	148395133	148395465
#Partially deleted in new
chr2	151702313	151702837
#Partially deleted in new
chr2	152081716	152082186
#Partially deleted in new
chr2	155276481	155276893
#Partially deleted in new
chr2	156720964	156721209
#Partially deleted in new
chr2	162660690	162661372
#Partially deleted in new
chr2	163918496	163919244
#Partially deleted in new
chr2	166713554	166713866
#Partially deleted in new
chr2	167348697	167349327
#Partially deleted in new
chr2	168741493	168742172
#Partially deleted in new
chr2	168766268	168767022
#Split in new
chr2	170130786	170131274
#Partially deleted in new
chr2	174110186	174110876
#Partially deleted in new
chr2	178414407	178414739
#Partially deleted in new
chr2	180104308	180104556
#Partially deleted in new
chr2	180104582	180104719
#Partially deleted in new
chr2	180641856	180642766
#Partially deleted in new
chr2	181134865	181135417
#Partially deleted in new
chr2	181458961	181459757
#Partially deleted in new
chr3	9250770	9251325
#Partially deleted in new
chr3	22076810	22077319
#Partially deleted in new
chr3	31094437	31095274
#Partially deleted in new
chr3	32616341	32616651
#Partially deleted in new
chr3	37640330	37641060
#Deleted in new
chr3	38484565	38484877
#Partially deleted in new
chr3	69722090	69722414
#Partially deleted in new
chr3	82876024	82876596
#Partially deleted in new
chr3	84814676	84814991
#Partially deleted in new
chr3	96594386	96594629
#Partially deleted in new
chr3	100685587	100685927
#Partially deleted in new
chr3	103279707	103280308
#Partially deleted in new
chr3	107101391	107101882
#Partially deleted in new
chr3	108536361	108536543
#Partially deleted in new
chr3	130060423	130060909
#Partially deleted in new
chr3	133544362	133544692
#Partially deleted in new
chr3	134239864	134240349
#Partially deleted in new
chr3	135438899	135439252
#Partially deleted in new
chr3	138742069	138742395
#Deleted in new
chr4	10693811	10694213
#Partially deleted in new
chr4	21678453	21679572
#Partially deleted in new
chr4	33209110	33209427
#Partially deleted in new
chr4	44664285	44664611
#Partially deleted in new
chr4	46601792	46602120
#Deleted in new
chr4	53165471	53165798
#Partially deleted in new
chr4	55532202	55532559
#Partially deleted in new
chr4	58911760	58912452
#Partially deleted in new
chr4	62674214	62674702
#Partially deleted in new
chr4	66403847	66404532
#Partially deleted in new
chr4	88031168	88031524
#Partially deleted in new
chr4	101419978	101420301
#Partially deleted in new
chr4	105109634	105110074
#Partially deleted in new
chr4	106828006	106828508
#Partially deleted in new
chr4	107683492	107683871
#Partially deleted in new
chr4	108217584	108218156
#Partially deleted in new
chr4	110351612	110351940
#Partially deleted in new
chr4	115979537	115979843
#Partially deleted in new
chr4	119492393	119492710
#Split in new
chr4	120268002	120268978
#Partially deleted in new
chr4	129136846	129137157
#Partially deleted in new
chr4	130792392	130792785
#Partially deleted in new
chr4	131920263	131920922
#Partially deleted in new
chr4	138454059	138454391
#Partially deleted in new
chr4	139075265	139075644
#Partially deleted in new
chr4	139092680	139093065
#Partially deleted in new
chr4	140245606	140246825
#Partially deleted in new
chr4	145836985	145837446
#Partially deleted in new
chr4	146475098	146475601
#Partially deleted in new
chr4	147407138	147407495
#Partially deleted in new
chr4	148130712	148131143
#Partially deleted in new
chr4	148952261	148952676
#Partially deleted in new
chr4	149307362	149307665
#Partially deleted in new
chr4	149586349	149586884
#Deleted in new
chr4	151933424	151933573
#Partially deleted in new
chr4	155042905	155043274
#Partially deleted in new
chr4	156235990	156236343
#Partially deleted in new
chr5	18360200	18360538
#Partially deleted in new
chr5	24451975	24452431
#Partially deleted in new
chr5	25499025	25499638
#Partially deleted in new
chr5	28165719	28166269
#Partially deleted in new
chr5	28457931	28458714
#Partially deleted in new
chr5	30588056	30588547
#Partially deleted in new
chr5	31092459	31092920
#Partially deleted in new
chr5	33274709	33275175
#Partially deleted in new
chr5	33820143	33820573
#Partially deleted in new
chr5	33996313	33997380
#Partially deleted in new
chr5	35388750	35389527
#Partially deleted in new
chr5	35679173	35679518
#Partially deleted in new
chr5	36695553	36695859
#Partially deleted in new
chr5	43233112	43233504
#Partially deleted in new
chr5	44226378	44226850
#Partially deleted in new
chr5	52115615	52115930
#Partially deleted in new
chr5	64803015	64803319
#Partially deleted in new
chr5	65697768	65698305
#Deleted in new
chr5	66466279	66466494
#Partially deleted in new
chr5	67847546	67847621
#Partially deleted in new
chr5	73255677	73256084
#Partially deleted in new
chr5	96997531	96998112
#Partially deleted in new
chr5	110544238	110544558
#Partially deleted in new
chr5	113220996	113221332
#Partially deleted in new
chr5	115011093	115011609
#Partially deleted in new
chr5	115327131	115327482
#Partially deleted in new
chr5	115631777	115632346
#Partially deleted in new
chr5	115731344	115732520
#Partially deleted in new
chr5	117357228	117357535
#Partially deleted in new
chr5	117413844	117414288
#Partially deleted in new
chr5	121828548	121829116
#Partially deleted in new
chr5	122049778	122050277
#Partially deleted in new
chr5	122501629	122502308
#Partially deleted in new
chr5	123344309	123345059
#Partially deleted in new
chr5	124249263	124249920
#Partially deleted in new
chr5	124354097	124354570
#Split in new
chr5	124445543	124445868
#Partially deleted in new
chr5	125178782	125179263
#Partially deleted in new
chr5	128432533	128433148
#Partially deleted in new
chr5	128600764	128601403
#Partially deleted in new
chr5	130079372	130079705
#Partially deleted in new
chr5	130448866	130449303
#Partially deleted in new
chr5	135250883	135251331
#Deleted in new
chr5	135521479	135521728
#Partially deleted in new
chr5	135868113	135868592
#Partially deleted in new
chr5	136274825	136275140
#Partially deleted in new
chr5	137288255	137288582
#Partially deleted in new
chr5	138995481	138995684
#Partially deleted in new
chr5	139908265	139908713
#Partially deleted in new
chr5	141241153	141241344
#Partially deleted in new
chr5	141241506	141242123
#Partially deleted in new
chr5	142701941	142702381
#Partially deleted in new
chr5	143254697	143255184
#Partially deleted in new
chr5	143732159	143732472
#Partially deleted in new
chr5	149051462	149051854
#Partially deleted in new
chr5	149052371	149052837
#Partially deleted in new
chr6	4903107	4903531
#Partially deleted in new
chr6	7844739	7845135
#Partially deleted in new
chr6	28261064	28261667
#Partially deleted in new
chr6	28832629	28832932
#Partially deleted in new
chr6	30737976	30738374
#Partially deleted in new
chr6	30958492	30959069
#Partially deleted in new
chr6	38875781	38876495
#Partially deleted in new
chr6	39206543	39206857
#Partially deleted in new
chr6	52175473	52175883
#Partially deleted in new
chr6	52316603	52317048
#Partially deleted in new
chr6	82939427	82939785
#Partially deleted in new
chr6	83456149	83456752
#Partially deleted in new
chr6	85374489	85374686
#Partially deleted in new
chr6	90988053	90988552
#Partially deleted in new
chr6	92091213	92091937
#Partially deleted in new
chr6	99520565	99520917
#Partially deleted in new
chr6	100287570	100287825
#Partially deleted in new
chr6	102564106	102564487
#Partially deleted in new
chr6	114131044	114131585
#Partially deleted in new
chr6	119108402	119108741
#Partially deleted in new
chr6	120666038	120667130
#Partially deleted in new
chr6	127769041	127769607
#Split in new
chr6	136486942	136487133
#Partially deleted in new
chr6	146634376	146634724
#Deleted in new
chr6	148358329	148358616
#Deleted in new
chr7	4507831	4508203
#Deleted in new
chr7	7297817	7297936
#Partially deleted in new
chr7	13024492	13024861
#Partially deleted in new
chr7	14622168	14623520
#Partially deleted in new
chr7	16061557	16061912
#Partially deleted in new
chr7	19586232	19586666
#Partially deleted in new
chr7	24482000	24482471
#Partially deleted in new
chr7	28294598	28295085
#Partially deleted in new
chr7	28451987	28452356
#Partially deleted in new
chr7	28732575	28732911
#Partially deleted in new
chr7	30956207	30957387
#Partially deleted in new
chr7	38107727	38107831
#Partially deleted in new
chr7	43675325	43675726
#Partially deleted in new
chr7	45629000	45629111
#Partially deleted in new
chr7	64501642	64502530
#Partially deleted in new
chr7	81213422	81214077
#Partially deleted in new
chr7	81454016	81454849
#Partially deleted in new
chr7	81992223	81992589
#Partially deleted in new
chr7	90442793	90443281
#Partially deleted in new
chr7	97081658	97082093
#Partially deleted in new
chr7	107370579	107371021
#Partially deleted in new
chr7	109010757	109011084
#Partially deleted in new
chr7	110614394	110615059
#Partially deleted in new
chr7	114117189	114117614
#Partially deleted in new
chr7	114415053	114416150
#Partially deleted in new
chr7	117381101	117381500
#Deleted in new
chr7	121245658	121246123
#Partially deleted in new
chr7	122288980	122289525
#Partially deleted in new
chr7	134670650	134671034
#Partially deleted in new
chr7	137322604	137323040
#Deleted in new
chr7	138829944	138830357
#Partially deleted in new
chr7	139248341	139248690
#Partially deleted in new
chr7	139581566	139581888
#Partially deleted in new
chr7	139582443	139582944
#Partially deleted in new
chr7	139894830	139895204
#Partially deleted in new
chr7	141949762	141950514
#Partially deleted in new
chr7	142082035	142082518
#Partially deleted in new
chr7	143445315	143445701
#Partially deleted in new
chr8	14095767	14096147
#Partially deleted in new
chr8	25038457	25038818
#Partially deleted in new
chr8	26119213	26119655
#Partially deleted in new
chr8	32883887	32884350
#Partially deleted in new
chr8	35587828	35588368
#Partially deleted in new
chr8	57652250	57652805
#Partially deleted in new
chr8	68062150	68062459
#Partially deleted in new
chr8	70597753	70598654
#Partially deleted in new
chr8	71381703	71382193
#Partially deleted in new
chr8	71476342	71476856
#Partially deleted in new
chr8	84183506	84183954
#Partially deleted in new
chr8	84415315	84415973
#Partially deleted in new
chr8	84559065	84559742
#Partially deleted in new
chr8	88199144	88200201
#Partially deleted in new
chr8	88454069	88454462
#Partially deleted in new
chr8	88521104	88521188
#Partially deleted in new
chr8	94912911	94913579
#Partially deleted in new
chr8	110721225	110721910
#Partially deleted in new
chr8	119446732	119447282
#Partially deleted in new
chr8	120114133	120114459
#Partially deleted in new
chr8	122678064	122678441
#Partially deleted in new
chr8	123332639	123332955
#Partially deleted in new
chr8	124793046	124793511
#Partially deleted in new
chr9	15044884	15045328
#Partially deleted in new
chr9	45256454	45256879
#Partially deleted in new
chr9	54501390	54501841
#Partially deleted in new
chr9	56635244	56635760
#Partially deleted in new
chr9	59036136	59036615
#Partially deleted in new
chr9	65141215	65141541
#Partially deleted in new
chr9	78395889	78396205
#Partially deleted in new
chr9	87730102	87730608
#Partially deleted in new
chr9	95559513	95560032
#Partially deleted in new
chr9	98032840	98033314
#Partially deleted in new
chr9	101074097	101074728
#Partially deleted in new
chr9	108692085	108692420
#Partially deleted in new
chr9	111311585	111312503
#Deleted in new
chr9	113988671	113989092
#Partially deleted in new
chr9	119983645	119983989
#Partially deleted in new
chr9	122568951	122569354
#Partially deleted in new
chr9	122572396	122572715
#Partially deleted in new
chrX	6047710	6047926
#Partially deleted in new
chrX	13072418	13072783
#Split in new
chrX	60547439	60547983
#Partially deleted in new
chrX	94725317	94725580
#Partially deleted in new
chrX	104199868	104200498
#Partially deleted in new
chrX	105764352	105764706
#Deleted in new
chrX	111894738	111895351
#Partially deleted in new
chrX	112601230	112601876
#Partially deleted in new
chrX	136270509	136270763
#Partially deleted in new
chrX	142966353	142966778
#Partially deleted in new
chrX	153498047	153498110
#Partially deleted in new
chrX	159414363	159414932
#Deleted in new
chrX	169986508	169986602
#Deleted in new
chrX	169993909	169994275
#Deleted in new
chrX	169996816	169998001
#Deleted in new
chrX	170009195	170009984
#Deleted in new
chrX	170010632	170011325
#Deleted in new
chrX	170018618	170019247
