seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	218519387	218519443	57	*	X0133	728463	218517538	218519020	1483	-	366	upstream	366	TGFB2-AS1
chr1	219347171	219347179	9	*	X0134	127018	219347192	219386207	39016	+	12	upstream	12	LYPLAL1
chr1	219347171	219347179	9	*	X0134	643723	219254317	219347130	92814	-	40	upstream	40	LYPLAL1-DT
chr1	220219815	220219825	11	*	X0135	2058	220141942	220220000	78059	-	0	inside	174	EPRS1
chr1	222886651	222886662	12	*	X0136	64853	222841355	222886526	45172	-	124	upstream	124	AIDA
chr1	222988541	222988549	9	*	X0137	84976	222988431	223179337	190907	+	0	inside	109	DISP1
chr1	223537898	223537910	13	*	X0138	55061	223394161	223537544	143384	-	353	upstream	353	SUSD4
chr1	224622809	224622820	12	*	X0139	80232	224572845	224622001	49157	-	807	upstream	807	WDR26
chr1	227507058	227507069	12	*	X0140	8476	227177566	227505826	328261	-	1231	upstream	1231	CDC42BPA
chr1	228353375	228353383	9	*	X0141	200205	228353429	228369958	16530	+	45	upstream	45	IBA57
chr1	228353398	228353407	10	*	X0142	200205	228353429	228369958	16530	+	21	upstream	21	IBA57
chr1	228646357	228646396	40	*	X0144	92815	228645065	228645560	496	-	796	upstream	796	H2AW
chr1	229406809	229406821	13	*	X0145	5867	229406809	229441640	34832	+	0	inside	0	RAB4A
chr1	231762383	231762393	11	*	X0147	27185	231762561	232177019	414459	+	167	upstream	167	DISC1
chr1	231762400	231762431	32	*	X0148	27185	231762561	232177019	414459	+	129	upstream	129	DISC1
chr1	234745978	234745987	10	*	X0151	359948	234740015	234745271	5257	-	706	upstream	706	IRF2BP2
chr1	234745998	234746007	10	*	X0152	359948	234740015	234745271	5257	-	726	upstream	726	IRF2BP2
chr1	234746714	234746722	9	*	X0153	359948	234740015	234745271	5257	-	1442	upstream	1442	IRF2BP2
chr1	244998187	244998196	10	*	X0154	116228	244998639	245008359	9721	+	442	upstream	442	COX20
chr1	244998608	244998616	9	*	X0155	116228	244998639	245008359	9721	+	22	upstream	22	COX20
chr1	244998619	244998627	9	*	X0156	116228	244998639	245008359	9721	+	11	upstream	11	COX20
chr1	246670607	246670618	12	*	X0161	64754	245912642	246670644	758003	-	0	inside	25	SMYD3
chr2	10588159	10588168	10	*	X0165	100302743	10586840	10586975	136	-	1183	upstream	1183	SNORA80B
chr2	10588159	10588168	10	*	X0165	4953	10580508	10588453	7946	-	0	inside	284	ODC1
chr2	11273125	11273169	45	*	X0166	130813	11273179	11286916	13738	+	9	upstream	9	C2orf50
chr2	11273125	11273169	45	*	X0166	285150	11239977	11272347	32371	-	777	upstream	777	FLJ33534
chr2	11295717	11295725	9	*	X0167	130814	11295540	11318998	23459	+	0	inside	176	SLC66A3
chr2	11484734	11484742	9	*	X0168	9475	11321778	11484711	162934	-	22	upstream	22	ROCK2
chr2	20550738	20550751	14	*	X0169	23369	20448453	20550463	102011	-	274	upstream	274	PUM2
chr2	27071019	27071028	10	*	X0170	56896	27070969	27173219	102251	+	0	inside	49	DPYSL5
chr2	28974806	28974816	11	*	X0171	5500	28974612	29025806	51195	+	0	inside	193	PPP1CB
chr2	32288541	32288550	10	*	X0174	6683	32288680	32382706	94027	+	129	upstream	129	SPAST
chr2	32288580	32288593	14	*	X0175	6683	32288680	32382706	94027	+	86	upstream	86	SPAST
chr2	32582167	32582177	11	*	X0176	57448	32582096	32843965	261870	+	0	inside	70	BIRC6
chr2	38152570	38152579	10	*	X0177	151393	38152462	38294285	141824	+	0	inside	107	RMDN2
chr2	45878182	45878211	30	*	X0178	5581	45879043	46415129	536087	+	831	upstream	831	PRKCE
chr2	45878214	45878225	12	*	X0179	5581	45879043	46415129	536087	+	817	upstream	817	PRKCE
chr2	46843175	46843204	30	*	X0180	9419	46844325	46852881	8557	+	1120	upstream	1120	CRIPT
chr2	66662068	66662079	12	*	X0185	4211	66662532	66799891	137360	+	452	upstream	452	MEIS1
chr2	66662068	66662079	12	*	X0185	730198	66650475	66660602	10128	-	1465	upstream	1465	MEIS1-AS3
chr2	70314186	70314195	10	*	X0186	400960	70189395	70314147	124753	-	38	upstream	38	PCBP1-AS1
chr2	70314186	70314195	10	*	X0186	5093	70314585	70316334	1750	+	389	upstream	389	PCBP1
chr2	71295678	71295690	13	*	X0187	55577	71295408	71305998	10591	+	0	inside	269	NAGK
chr2	74425728	74425737	10	*	X0188	10797	74425690	74442424	16735	+	0	inside	37	MTHFD2
chr2	75938085	75938093	9	*	X0192	6936	75889832	75938111	48280	-	0	inside	17	GCFC2
chr2	85645755	85645788	34	*	X0193	284948	85646054	85664152	18099	+	265	upstream	265	SH2D6
chr2	86422635	86422645	11	*	X0196	10989	86371055	86422893	51839	-	0	inside	247	IMMT
chr2	96874067	96874075	9	*	X0197	285033	96874154	96908362	34209	+	78	upstream	78	STARD7-AS1
chr2	96874564	96874572	9	*	X0198	56910	96850603	96874573	23971	-	0	inside	0	STARD7
chr2	96874574	96874584	11	*	X0199	56910	96850603	96874573	23971	-	0	upstream	0	STARD7
chr2	96971372	96971382	11	*	X0200	23020	96940074	96971307	31234	-	64	upstream	64	SNRNP200
chr2	97304065	97304075	11	*	X0201	55683	97258892	97304116	45225	-	0	inside	40	KANSL3
chr2	99224825	99224834	10	*	X0202	25972	99225042	99234977	9936	+	207	upstream	207	UNC50
chr2	99224825	99224834	10	*	X0202	493753	99215786	99224981	9196	-	0	inside	146	COA5
chr2	99771653	99771662	10	*	X0203	51601	99771418	99779613	8196	+	0	inside	234	LIPT1
chr2	99771653	99771662	10	*	X0203	80705	99613724	99771187	157464	-	465	upstream	465	TSGA10
chr2	99952898	99952907	10	*	X0204	9669	99953834	100016728	62895	+	926	upstream	926	EIF5B
chr2	100106503	100106511	9	*	X0205	51455	100016938	100106480	89543	-	22	upstream	22	REV1
chr2	114341478	114341487	10	*	X0206	375260	114341230	114356613	15384	+	0	inside	247	WASH2P
chr2	118572174	118572182	9	*	X0207	8886	118572255	118589953	17699	+	72	upstream	72	DDX18
chr2	118572263	118572273	11	*	X0208	8886	118572255	118589953	17699	+	0	inside	7	DDX18
chr2	118845770	118845773	4	*	X0209	51141	118846050	118867597	21548	+	276	upstream	276	INSIG2
chr2	120980725	120980738	14	*	X0210	79134	120975047	120980984	5938	-	0	inside	245	TMEM185B
chr2	136743153	136743161	9	*	X0216	1615	136664254	136743222	78969	-	0	inside	60	DARS1
chr2	148778323	148778329	7	*	X0217	55777	148778580	149271044	492465	+	250	upstream	250	MBD5
chr2	150444321	150444331	11	*	X0218	27249	150426147	150444330	18184	-	0	overlapStart	0	MMADHC
chr2	152266448	152266456	9	*	X0219	55183	152266397	152364527	98131	+	0	inside	50	RIF1
chr2	159314644	159314652	9	*	X0221	130940	159027869	159313265	285397	-	1378	upstream	1378	CCDC148
chr2	170221117	170221177	61	*	X0223	4036	169983619	170219122	235504	-	1994	upstream	1994	LRP2
chr2	170681424	170681439	16	*	X0224	29081	170668268	170681420	13153	-	3	upstream	3	METTL5
chr2	171627248	171627262	15	*	X0225	100505695	171627604	171634757	7154	+	341	upstream	341	NA
chr2	171627274	171627282	9	*	X0226	100505695	171627604	171634757	7154	+	321	upstream	321	NA
chr2	172864753	172864768	16	*	X0227	254042	172864804	172945587	80784	+	35	upstream	35	METAP1D
chr2	173940501	173940509	9	*	X0228	51776	173940565	174132737	192173	+	55	upstream	55	MAP3K20
chr2	187350887	187350898	12	*	X0233	55854	187350885	187374087	23203	+	0	inside	1	ZC3H15
chr2	191399247	191399252	6	*	X0234	100131211	191371619	191399468	27850	-	0	inside	215	NEMP2
chr2	198175343	198175355	13	*	X0236	91526	197831741	198175521	343781	-	0	inside	165	ANKRD44
chr2	198364637	198364645	9	*	X0237	100529241	198364721	198418423	53703	+	75	upstream	75	HSPE1-MOB4
chr2	198364637	198364645	9	*	X0237	3336	198364721	198368187	3467	+	75	upstream	75	HSPE1
chr2	201374604	201374612	9	*	X0238	130535	201353684	201374792	21109	-	0	inside	179	KCTD18
chr2	201729499	201729507	9	*	X0239	1195	201717732	201729467	11736	-	31	upstream	31	CLK1
chr2	203499434	203499442	9	*	X0240	150864	203499901	203634480	134580	+	458	upstream	458	FAM117B
chr2	203499462	203499480	19	*	X0241	150864	203499901	203634480	134580	+	420	upstream	420	FAM117B
chr2	209130774	209130782	9	*	X0242	200576	209130991	209223475	92485	+	208	upstream	208	PIKFYVE
chr2	214016563	214016566	4	*	X0243	22807	213864411	214016333	151923	-	229	upstream	229	IKZF2
chr2	214016574	214016593	20	*	X0244	22807	213864411	214016333	151923	-	240	upstream	240	IKZF2
chr2	214016604	214016618	15	*	X0245	22807	213864411	214016333	151923	-	270	upstream	270	IKZF2
chr2	214016689	214016697	9	*	X0246	22807	213864411	214016333	151923	-	355	upstream	355	IKZF2
chr2	216176808	216176816	9	*	X0247	471	216176679	216214496	37818	+	0	inside	128	ATIC
chr2	219433089	219433094	6	*	X0248	57695	219314974	219433084	118111	-	4	upstream	4	USP37
chr2	219433089	219433094	6	*	X0248	9125	219433303	219461158	27856	+	208	upstream	208	CNOT9
chr2	219433113	219433123	11	*	X0249	57695	219314974	219433084	118111	-	28	upstream	28	USP37
chr2	219433113	219433123	11	*	X0249	9125	219433303	219461158	27856	+	179	upstream	179	CNOT9
chr2	219575491	219575491	1	*	X0250	9654	219575568	219620138	44571	+	76	upstream	76	TTLL4
chr2	220144117	220144125	9	*	X0251	3300	220144040	220151622	7583	+	0	inside	76	DNAJB2
chr2	227700757	227700770	14	*	X0253	84236	227700671	227863923	163253	+	0	inside	85	RHBDD1
chr2	231577568	231577569	2	*	X0254	51719	231577557	231685790	108234	+	0	inside	10	CAB39
chr2	234777021	234777029	9	*	X0258	151507	234774090	234777055	2966	-	0	inside	25	MSL3P1
chr2	240323362	240323372	11	*	X0261	9759	239969864	240323346	353483	-	15	upstream	15	HDAC4
chr2	242499012	242499023	12	*	X0262	100379249	242483801	242498558	14758	-	453	upstream	453	BOK-AS1
chr2	242674112	242674123	12	*	X0263	728294	242674030	242708231	34202	+	0	inside	81	D2HGDH
chr2	242674270	242674282	13	*	X0264	728294	242674030	242708231	34202	+	0	inside	239	D2HGDH
chr3	10183460	10183464	5	*	X0268	7428	10183319	10195354	12036	+	0	inside	140	VHL
chr3	11762012	11762038	27	*	X0271	9686	11597544	11762220	164677	-	0	inside	181	VGLL4
chr3	11888375	11888385	11	*	X0272	132001	11831919	11888352	56434	-	22	upstream	22	TAMM41
chr3	14989010	14989017	8	*	X0274	7182	14989236	15090780	101545	+	218	upstream	218	NR2C2
chr3	23244588	23244596	9	*	X0275	7325	23244653	23632296	387644	+	56	upstream	56	UBE2E2
chr3	23244604	23244613	10	*	X0276	7325	23244653	23632296	387644	+	39	upstream	39	UBE2E2
chr3	23847413	23847422	10	*	X0277	7324	23847384	23933131	85748	+	0	inside	28	UBE2E1
chr3	24563875	24563887	13	*	X0280	100616448	24562853	24562926	74	-	948	upstream	948	NA
chr3	25706309	25706320	12	*	X0281	7155	25639396	25706430	67035	-	0	inside	109	TOP2B
chr3	25831514	25831523	10	*	X0282	54995	25831563	25836025	4463	+	39	upstream	39	OXSM
chr3	25831514	25831523	10	*	X0282	55768	25760435	25831530	71096	-	0	inside	6	NGLY1
chr3	27525750	27525761	12	*	X0283	9497	27414212	27525911	111700	-	0	inside	149	SLC4A7
chr3	27525797	27525811	15	*	X0284	9497	27414212	27525911	111700	-	0	inside	99	SLC4A7
chr3	28283192	28283201	10	*	X0285	152100	28283124	28361263	78140	+	0	inside	67	CMC1
chr3	37903930	37903938	9	*	X0286	10217	37903669	38025960	122292	+	0	inside	260	CTDSPL
chr3	38495206	38495216	11	*	X0287	93	38495790	38534633	38844	+	573	upstream	573	ACVR2B
chr3	40498712	40498720	9	*	X0288	9045	40498783	40503863	5081	+	62	upstream	62	RPL14
chr3	40498722	40498742	21	*	X0289	9045	40498783	40503863	5081	+	40	upstream	40	RPL14
chr3	42642290	42642299	10	*	X0291	4820	42642147	42690233	48087	+	0	inside	142	NKTR
chr3	42642290	42642299	10	*	X0291	9117	42589459	42642572	53114	-	0	inside	272	SEC22C
chr3	43732324	43732334	11	*	X0292	51099	43732375	43764217	31843	+	40	upstream	40	ABHD5
chr3	47517364	47517372	9	*	X0300	22937	47455184	47517445	62262	-	0	inside	72	SCAP
chr3	48282642	48282660	19	*	X0303	51385	48282596	48329115	46520	+	0	inside	45	ZNF589
chr3	48723354	48723364	11	*	X0304	51517	48711278	48723334	12057	-	19	upstream	19	NCKIPSD
chr3	48885326	48885334	9	*	X0305	5576	48785218	48885270	100053	-	55	upstream	55	PRKAR2A
chr3	49377527	49377538	12	*	X0308	7375	49314577	49377536	62960	-	0	overlapStart	0	USP4
chr3	49449443	49449451	9	*	X0309	387	49396579	49449526	52948	-	0	inside	74	RHOA
chr3	49449443	49449451	9	*	X0309	6988	49449639	49453909	4271	+	187	upstream	187	TCTA
chr3	49449496	49449511	16	*	X0310	387	49396579	49449526	52948	-	0	inside	14	RHOA
chr3	49449496	49449511	16	*	X0310	6988	49449639	49453909	4271	+	127	upstream	127	TCTA
chr3	49449685	49449696	12	*	X0311	387	49396579	49449526	52948	-	158	upstream	158	RHOA
chr3	49449685	49449696	12	*	X0311	6988	49449639	49453909	4271	+	0	inside	45	TCTA
chr3	49449738	49449739	2	*	X0312	387	49396579	49449526	52948	-	211	upstream	211	RHOA
chr3	49449738	49449739	2	*	X0312	6988	49449639	49453909	4271	+	0	inside	98	TCTA
chr3	50336599	50336600	2	*	X0313	24142	50333833	50336899	3067	-	0	inside	298	NAA80
chr3	50336599	50336600	2	*	X0313	8372	50330259	50336899	6641	-	0	inside	298	HYAL3
chr3	51533946	51533954	9	*	X0314	9730	51433298	51534018	100721	-	0	inside	63	DCAF1
chr3	51533984	51533996	13	*	X0315	9730	51433298	51534018	100721	-	0	inside	21	DCAF1
chr3	51534057	51534068	12	*	X0316	9730	51433298	51534018	100721	-	38	upstream	38	DCAF1
chr3	51705165	51705176	12	*	X0317	51368	51705191	51738339	33149	+	14	upstream	14	TEX264
chr3	52273232	52273244	13	*	X0318	11344	52262626	52273183	10558	-	48	upstream	48	TWF2
chr3	52273292	52273301	10	*	X0319	11344	52262626	52273183	10558	-	108	upstream	108	TWF2
chr3	52273363	52273375	13	*	X0320	11344	52262626	52273183	10558	-	179	upstream	179	TWF2
chr3	52273417	52273426	10	*	X0321	11344	52262626	52273183	10558	-	233	upstream	233	TWF2
chr3	52719979	52719987	9	*	X0322	26354	52719936	52728510	8575	+	0	inside	42	GNL3
chr3	52719979	52719987	9	*	X0322	55193	52579368	52719866	140499	-	112	upstream	112	PBRM1
chr3	53289981	53289990	10	*	X0323	7086	53258723	53290130	31408	-	0	inside	139	TKT
chr3	53381699	53381708	10	*	X0324	55802	53317445	53381654	64210	-	44	upstream	44	DCP1A
chr3	53880355	53880367	13	*	X0325	55349	53850324	53880420	30097	-	0	inside	52	CHDH
chr3	53880355	53880367	13	*	X0325	55540	53880577	53899827	19251	+	209	upstream	209	IL17RB
chr3	66024792	66024801	10	*	X0328	9223	65339906	66024509	684604	-	282	upstream	282	MAGI1
chr3	66024919	66024936	18	*	X0329	9223	65339906	66024509	684604	-	409	upstream	409	MAGI1
chr3	71632823	71632848	26	*	X0332	27086	71003865	71633140	629276	-	0	inside	291	FOXP1
chr3	73045942	73045951	10	*	X0333	151987	73046119	73115011	68893	+	167	upstream	167	PPP4R2
chr3	97483434	97483442	9	*	X0334	84100	97483595	97519953	36359	+	152	upstream	152	ARL6
chr3	99536375	99536384	10	*	X0335	84319	99536678	99897476	360799	+	293	upstream	293	CMSS1
chr3	112280682	112280692	11	*	X0339	55032	112280857	112303284	22428	+	164	upstream	164	SLC35A5
chr3	112280682	112280692	11	*	X0339	64422	112251357	112280485	29129	-	196	upstream	196	ATG3
chr3	112709786	112709796	11	*	X0340	29083	112709800	112720221	10422	+	3	upstream	3	GTPBP8
chr3	113465022	113465031	10	*	X0342	523	113465866	113530905	65040	+	834	upstream	834	ATP6V1A
chr3	113465022	113465031	10	*	X0342	80218	113435307	113465120	29814	-	0	inside	88	NAA50
chr3	120068262	120068270	9	*	X0343	116064	120043576	120068186	24611	-	75	upstream	75	LRRC58
chr3	120627281	120627293	13	*	X0344	9515	120627050	121143608	516559	+	0	inside	230	STXBP5L
chr3	126194771	126194774	4	*	X0345	79364	126156444	126194762	38319	-	8	upstream	8	ZXDC
chr3	129035113	129035121	9	*	X0346	339942	129035114	129043412	8299	+	0	overlapStart	0	H1-10-AS1
chr3	129035113	129035121	9	*	X0346	8971	129033614	129035120	1507	-	0	overlapStart	0	H1-10
chr3	133292514	133292523	10	*	X0347	55573	133292434	133309118	16685	+	0	inside	79	CDV3
chr3	133969744	133969754	11	*	X0348	6259	133875978	133969586	93609	-	157	upstream	157	RYK
chr3	136471375	136471388	14	*	X0349	10274	136055999	136471245	415247	-	129	upstream	129	STAG1
chr3	140660955	140660963	9	*	X0352	55186	140660662	140698785	38124	+	0	inside	292	SLC25A36
