seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr19	1567861	1568134	274	*	X028	399664	1554668	1568057	13390	-	0	overlapStart	0	MEX3D
chr12	106641264	106641696	433	*	X029	10970	106631659	106641713	10055	-	0	inside	16	CKAP4
chr12	106641838	106641949	112	*	X030	10970	106631659	106641713	10055	-	124	upstream	124	CKAP4
chr12	98909679	98910046	368	*	X031	100128191	98906751	98910004	3254	-	0	overlapStart	0	TMPO-AS1
chr12	94541866	94543135	1270	*	X032	10154	94542499	94701451	158953	+	0	overlapStart	0	PLXNC1
chr12	93771802	93772176	375	*	X033	11163	93771701	93797024	25324	+	0	inside	100	NUDT4
chr12	93771802	93772176	375	*	X033	643339	93397534	93771512	373979	-	289	upstream	289	LOC643339
chr12	90102218	90103282	1065	*	X034	338758	90102732	90105729	2998	+	0	overlapStart	0	ATP2B1-AS1
chr12	68042542	68042895	354	*	X035	8445	68042512	68056444	13933	+	0	inside	29	DYRK2
chr12	58148893	58149678	786	*	X037	92979	58148881	58154193	5313	+	0	inside	11	MARCHF9
chr12	57916483	57916792	310	*	X038	114785	57916659	57923931	7273	+	0	overlapStart	0	MBD6
chr12	57399943	57400322	380	*	X039	9880	57392617	57400297	7681	-	0	overlapStart	0	ZBTB39
chr2	64246293	64246655	363	*	X040	51542	64119667	64246214	126548	-	78	upstream	78	VPS54
chr2	61697482	61697826	345	*	X041	9736	61414590	61697849	283260	-	0	inside	22	USP34
chr5	171881247	171881835	589	*	X043	285590	171760503	171881527	121025	-	0	overlapStart	0	SH3PXD2B
chr5	179921440	179921771	332	*	X044	57472	179921417	180005353	83937	+	0	inside	22	CNOT6
chr17	16945599	16945621	23	*	X045	23164	16946074	17095962	149889	+	452	upstream	452	MPRIP
chr17	16945676	16946074	399	*	X046	23164	16946074	17095962	149889	+	0	overlapStart	0	MPRIP
chr17	17584729	17585362	634	*	X047	10743	17584787	17714765	129979	+	0	overlapStart	0	RAI1
chr17	7788303	7788801	499	*	X048	1107	7788123	7816075	27953	+	0	inside	179	CHD3
chr17	27915995	27916390	396	*	X049	124930	27916801	27941779	24979	+	410	upstream	410	ANKRD13B
chr17	27915995	27916390	396	*	X049	28964	27900487	27916610	16124	-	0	inside	219	GIT1
chr17	27071000	27071260	261	*	X050	9618	27071023	27077976	6954	+	0	overlapStart	0	TRAF4
chr17	56032773	56032792	20	*	X051	404093	55938604	56032684	94081	-	88	upstream	88	CUEDC1
chr17	56032263	56032683	421	*	X052	404093	55938604	56032684	94081	-	0	inside	0	CUEDC1
chr17	49197962	49198232	271	*	X053	9043	49039535	49198226	158692	-	0	overlapStart	0	SPAG9
chr17	49198449	49198486	38	*	X054	9043	49039535	49198226	158692	-	222	upstream	222	SPAG9
chr17	36507889	36508353	465	*	X055	30837	36508007	36561846	53840	+	0	overlapStart	0	SOCS7
chr17	36762064	36762345	282	*	X056	80725	36686259	36762183	75925	-	0	overlapStart	0	SRCIN1
chr17	61523507	61523946	440	*	X057	1534	61509665	61523722	14058	-	0	overlapStart	0	CYB561
chr17	61777090	61777563	474	*	X058	729683	61777698	61780045	2348	+	134	upstream	134	LOC729683
chr17	74236127	74236536	410	*	X059	114804	74138534	74236390	97857	-	0	overlapStart	0	RNF157
chr17	80009608	80009977	370	*	X061	2873	80009763	80015346	5584	+	0	overlapStart	0	GPS1
chr17	80009608	80009977	370	*	X061	5986	80005778	80009650	3873	-	0	overlapStart	0	RFNG
chr17	80010053	80010181	129	*	X062	2873	80009763	80015346	5584	+	0	inside	289	GPS1
chr17	80010053	80010181	129	*	X062	5986	80005778	80009650	3873	-	402	upstream	402	RFNG
chr17	80477363	80477449	87	*	X063	3607	80477594	80562483	84890	+	144	upstream	144	FOXK2
chr17	80477803	80477870	68	*	X064	3607	80477594	80562483	84890	+	0	inside	208	FOXK2
chr2	25563731	25565184	1454	*	X065	1788	25455830	25565459	109630	-	0	inside	274	DNMT3A
chr14	51134738	51135254	517	*	X066	60485	51100298	51135071	34774	-	0	overlapStart	0	SAV1
chr14	65346245	65346608	364	*	X067	6710	65213001	65346601	133601	-	0	overlapStart	0	SPTB
chr14	69619610	69620156	547	*	X068	8816	69517637	69619914	102278	-	0	overlapStart	0	DCAF5
chr14	95623626	95623953	328	*	X069	400242	95624025	95646270	22246	+	71	upstream	71	DICER1-AS1
chr14	100070163	100070500	338	*	X070	317762	99977603	100070727	93125	-	0	inside	226	CCDC85C
chr14	102975767	102976131	365	*	X071	122416	102973198	102976128	2931	-	0	overlapStart	0	ANKRD9
chr14	103059136	103059516	381	*	X072	23186	103058996	103196913	137918	+	0	inside	139	RCOR1
chr14	104313488	104313911	424	*	X073	145216	104314058	104324386	10329	+	146	upstream	146	LINC00637
chr14	104313488	104313911	424	*	X073	23368	104200088	104313927	113840	-	0	inside	15	PPP1R13B
chr14	105261529	105262088	560	*	X074	207	105235687	105262080	26394	-	0	overlapStart	0	AKT1
chr14	105331671	105332051	381	*	X075	283638	105331650	105363107	31458	+	0	inside	20	CEP170B
chr14	105331478	105331507	30	*	X076	283638	105331650	105363107	31458	+	142	upstream	142	CEP170B
chr1	235490580	235491140	561	*	X077	9453	235490665	235507844	17180	+	0	overlapStart	0	GGPS1
chr7	39989396	39989985	590	*	X078	8621	39989959	40136733	146775	+	0	overlapStart	0	CDK13
chr6	11537943	11538341	399	*	X081	100113407	11538460	11583757	45298	+	118	upstream	118	TMEM170B
chr6	15662970	15663264	295	*	X082	84062	15523032	15663289	140258	-	0	inside	24	DTNBP1
chr5	135468674	135469192	519	*	X086	4090	135468536	135518422	49887	+	0	inside	137	SMAD5
chr5	137089635	137089975	341	*	X087	10949	137087073	137090039	2967	-	0	inside	63	HNRNPA0
chr9	86322287	86322905	619	*	X088	29979	86274878	86323168	48291	-	0	inside	262	UBQLN1
chr5	65221550	65222139	590	*	X091	55914	65222382	65376851	154470	+	242	upstream	242	ERBIN
chr5	60628113	60629279	1167	*	X092	57688	60628100	60841999	213900	+	0	inside	12	ZSWIM6
chr5	53813859	53814322	464	*	X095	112574	53813589	53842416	28828	+	0	inside	269	SNX18
chr3	23847408	23848447	1040	*	X097	7324	23847384	23933131	85748	+	0	inside	23	UBE2E1
chr10	76584791	76585352	562	*	X098	23522	76586171	76792380	206210	+	818	upstream	818	KAT6B
chr10	88854493	88854743	251	*	X099	2746	88809959	88854776	44818	-	0	inside	32	GLUD1
chr10	88854493	88854743	251	*	X099	54537	88854953	88951222	96270	+	209	upstream	209	SHLD2
chr14	53619595	53619955	361	*	X100	80821	53503458	53620046	116589	-	0	inside	90	DDHD1
chr8	21777037	21777683	647	*	X104	23039	21777180	21864096	86917	+	0	overlapStart	0	XPO7
chr13	48877526	48878236	711	*	X105	100862704	48870649	48877797	7149	-	0	overlapStart	0	RB1-DT
chr13	48877526	48878236	711	*	X105	5925	48877883	49056026	178144	+	0	overlapStart	0	RB1
chr13	77600574	77601099	526	*	X106	26224	77579389	77601331	21943	-	0	inside	231	FBXL3
chr13	92000119	92000295	177	*	X107	407975	92000074	92006829	6756	+	0	inside	44	MIR17HG
chr13	92000393	92000993	601	*	X108	406980	92002859	92003645	787	+	1865	upstream	1865	MIR19B1
chr13	98086383	98086757	375	*	X109	5911	98086475	98120252	33778	+	0	overlapStart	0	RAP2A
chr13	99738530	99738944	415	*	X112	23348	99445741	99738660	292920	-	0	overlapStart	0	DOCK9
chr13	99739004	99739009	6	*	X113	23348	99445741	99738660	292920	-	343	upstream	343	DOCK9
chr5	36241618	36242017	400	*	X116	133686	36192694	36242258	49565	-	0	inside	240	NADK2
chr5	32444127	32444719	593	*	X117	51663	32354456	32444844	90389	-	0	inside	124	ZFR
chr8	119123896	119123905	10	*	X120	2131	118811602	119124058	312457	-	0	inside	152	EXT1
chr8	125384269	125384710	442	*	X121	157378	125323159	125384940	61782	-	0	inside	229	TMEM65
chr8	141645203	141645743	541	*	X122	27161	141541264	141645646	104383	-	0	overlapStart	0	AGO2
chr8	141645922	141645948	27	*	X123	27161	141541264	141645646	104383	-	275	upstream	275	AGO2
chr8	145910866	145911277	412	*	X126	80728	145754563	145911194	156632	-	0	overlapStart	0	ARHGAP39
chr22	36424157	36424576	420	*	X127	23543	36134783	36424585	289803	-	0	inside	8	RBFOX2
chr22	39268099	39268315	217	*	X129	23466	39260248	39268258	8011	-	0	overlapStart	0	CBX6
chr22	45405613	45406105	493	*	X130	112885	45277043	45405809	128767	-	0	overlapStart	0	PHF21B
chr22	50247566	50247954	389	*	X131	9889	50247497	50283726	36230	+	0	inside	68	ZBED4
chr12	46122688	46122808	121	*	X133	196528	46123620	46301819	178200	+	811	upstream	811	ARID2
chr12	46122688	46122808	121	*	X133	400027	46119503	46121704	2202	-	983	upstream	983	LINC00938
chr12	46123102	46123606	505	*	X134	196528	46123620	46301819	178200	+	13	upstream	13	ARID2
chr12	46123102	46123606	505	*	X134	400027	46119503	46121704	2202	-	1397	upstream	1397	LINC00938
chr12	48213232	48213575	344	*	X135	51564	48176507	48213763	37257	-	0	inside	187	HDAC7
chr12	49932759	49933032	274	*	X136	23416	49932940	49952077	19138	+	0	overlapStart	0	KCNH3
chr12	51663457	51664257	801	*	X137	57228	51639133	51664202	25070	-	0	overlapStart	0	SMAGP
chr12	52345266	52345329	64	*	X138	91	52345451	52390863	45413	+	121	upstream	121	ACVR1B
chr12	52345465	52345676	212	*	X139	91	52345451	52390863	45413	+	0	inside	13	ACVR1B
chr12	53574852	53575015	164	*	X140	51380	53551447	53575135	23689	-	0	inside	119	CSAD
chr12	53574564	53574722	159	*	X141	283337	53574535	53584654	10120	+	0	inside	28	ZNF740
chr16	9057031	9057222	192	*	X144	7874	8985951	9057341	71391	-	0	inside	118	USP7
chr22	19419033	19419365	333	*	X146	64976	19420036	19423596	3561	+	670	upstream	670	MRPL40
chr3	183979138	183979289	152	*	X147	94032	183977003	183979251	2249	-	0	overlapStart	0	CAMK2N2
chr3	183979374	183979464	91	*	X148	94032	183977003	183979251	2249	-	122	upstream	122	CAMK2N2
chr3	184032524	184032963	440	*	X149	1981	184032283	184053146	20864	+	0	inside	240	EIF4G1
chr3	122233216	122233708	493	*	X152	3836	122140748	122233786	93039	-	0	inside	77	KPNA1
chr3	120067817	120068311	495	*	X153	116064	120043576	120068186	24611	-	0	overlapStart	0	LRRC58
chr3	113666347	113667041	695	*	X154	254887	113666748	113682211	15464	+	0	overlapStart	0	ZDHHC23
chr21	17102308	17102954	647	*	X155	29761	17102496	17252377	149882	+	0	overlapStart	0	USP25
chr21	38739264	38739991	728	*	X156	1859	38739859	38887679	147821	+	0	overlapStart	0	DYRK1A
chr6	155054439	155055248	810	*	X157	22828	155054512	155155194	100683	+	0	overlapStart	0	SCAF8
chr6	158243951	158244586	636	*	X158	51429	158244294	158366109	121816	+	0	overlapStart	0	SNX9
chr6	160148146	160148566	421	*	X159	9589	160148030	160177352	29323	+	0	inside	115	WTAP
chr5	172068159	172068190	32	*	X161	54492	172068276	172118533	50258	+	85	upstream	85	NEURL1B
chr5	172068276	172068738	463	*	X162	54492	172068276	172118533	50258	+	0	inside	0	NEURL1B
chr6	34204481	34204522	42	*	X163	3159	34204577	34214008	9432	+	54	upstream	54	HMGA1
chr6	34204632	34205486	855	*	X164	3159	34204577	34214008	9432	+	0	inside	54	HMGA1
chr6	35888331	35888879	549	*	X165	6732	35800811	35888957	88147	-	0	inside	77	SRPK1
chr6	37137904	37138358	455	*	X166	5292	37137922	37143204	5283	+	0	overlapStart	0	PIM1
chr6	37787405	37787588	184	*	X167	60685	37787307	38122399	335093	+	0	inside	97	ZFAND3
chr21	44846725	44847038	314	*	X169	150094	44834398	44847002	12605	-	0	overlapStart	0	SIK1
chr3	20081628	20082238	611	*	X175	8850	20081524	20195896	114373	+	0	inside	103	KAT2B
chr19	5340479	5340818	340	*	X177	5802	5158506	5340814	182309	-	0	overlapStart	0	PTPRS
chr19	6279735	6280025	291	*	X178	4298	6210392	6279959	69568	-	0	overlapStart	0	MLLT1
chr19	6424269	6424721	453	*	X179	8570	6413119	6424822	11704	-	0	inside	100	KHSRP
chr5	107716663	107717704	1042	*	X180	64839	107194734	107717799	523066	-	0	inside	94	FBXL17
chr18	9914132	9914803	672	*	X181	9218	9913955	9960018	46064	+	0	inside	176	VAPA
chr18	9137012	9137508	497	*	X182	23253	9136751	9285983	149233	+	0	inside	260	ANKRD12
chr18	8609411	8609894	484	*	X183	201475	8609443	8639380	29938	+	0	overlapStart	0	RAB12
chr2	39664178	39664555	378	*	X187	8491	39476407	39664453	188047	-	0	overlapStart	0	MAP4K3
chr2	48132710	48133038	329	*	X190	80204	48034059	48132932	98874	-	0	overlapStart	0	FBXO11
chr10	31608235	31608860	626	*	X191	220930	31605457	31608024	2568	-	210	upstream	210	ZEB1-AS1
chr10	31608933	31609276	344	*	X192	220930	31605457	31608024	2568	-	908	upstream	908	ZEB1-AS1
chr18	33161554	33161686	133	*	X193	2589	33161778	33291798	130021	+	91	upstream	91	GALNT1
chr18	33161731	33162005	275	*	X194	2589	33161778	33291798	130021	+	0	overlapStart	0	GALNT1
chr5	115177635	115178014	380	*	X195	1176	115177619	115249778	72160	+	0	inside	15	AP3S1
chr5	115177635	115178014	380	*	X195	9140	115163894	115177548	13655	-	86	upstream	86	ATG12
chr5	127418912	127419144	233	*	X196	644873	127276132	127419299	143168	-	0	inside	154	LINC01184
chr5	127418912	127419144	233	*	X196	6558	127419483	127525380	105898	+	338	upstream	338	SLC12A2
chr5	127419377	127420026	650	*	X197	644873	127276132	127419299	143168	-	77	upstream	77	LINC01184
chr5	127419377	127420026	650	*	X197	6558	127419483	127525380	105898	+	0	overlapStart	0	SLC12A2
chr18	12657700	12658115	416	*	X199	56907	12446511	12657912	211402	-	0	overlapStart	0	SPIRE1
chr18	12657700	12658115	416	*	X199	56984	12658738	12725739	67002	+	622	upstream	622	PSMG2
chr11	68079764	68079990	227	*	X201	4041	68080108	68216743	136636	+	117	upstream	117	LRP5
chr11	68080085	68080421	337	*	X202	4041	68080108	68216743	136636	+	0	overlapStart	0	LRP5
chr11	66624213	66624928	716	*	X204	78999	66624876	66627946	3071	+	0	overlapStart	0	LRFN4
chr11	64073026	64073487	462	*	X205	2101	64073044	64084210	11167	+	0	overlapStart	0	ESRRA
chr11	63933240	63933561	322	*	X206	28992	63766030	63933585	167556	-	0	inside	23	MACROD1
chr11	63684230	63684686	457	*	X207	283248	63678693	63684316	5624	-	0	overlapStart	0	RCOR2
chr11	63536157	63536185	29	*	X208	65998	63527364	63536113	8750	-	43	upstream	43	C11orf95
chr11	63535788	63536089	302	*	X209	65998	63527364	63536113	8750	-	0	inside	23	C11orf95
chr9	77642846	77643264	419	*	X211	138199	77597873	77643310	45438	-	0	inside	45	CARNMT1
chr9	77567324	77567819	496	*	X212	55071	77561499	77567802	6304	-	0	overlapStart	0	C9orf40
chr9	72287069	72287783	715	*	X214	320	72042449	72287275	244827	-	0	overlapStart	0	APBA1
chr9	71320046	71320666	621	*	X215	8395	71320330	71624092	303763	+	0	overlapStart	0	PIP5K1B
chr9	214523	215149	627	*	X216	81704	214865	465259	250395	+	0	overlapStart	0	DOCK8
chr9	5628774	5629422	649	*	X218	57589	5629119	5776556	147438	+	0	overlapStart	0	RIC1
chr9	6007697	6008233	537	*	X219	100616288	6007826	6007904	79	+	0	includeFeature	0	MIR4665
chr9	6007697	6008233	537	*	X219	158358	5919008	6008003	88996	-	0	overlapStart	0	KIAA2026
chr9	6413198	6413785	588	*	X220	115426	6413151	6507051	93901	+	0	inside	46	UHRF2
chr10	94050925	94051232	308	*	X222	22849	93808397	94050875	242479	-	49	upstream	49	CPEB3
chr10	94050925	94051232	308	*	X222	54708	94050920	94113721	62802	+	0	inside	4	MARCHF5
chr10	97802999	97803665	667	*	X224	54619	97803159	97820625	17467	+	0	overlapStart	0	CCNJ
chr10	98591808	98591877	70	*	X225	84458	98592017	98742626	150610	+	139	upstream	139	LCOR
chr10	98591984	98592300	317	*	X226	84458	98592017	98742626	150610	+	0	overlapStart	0	LCOR
chr10	99078977	99079644	668	*	X228	10023	99079022	99081672	2651	+	0	overlapStart	0	FRAT1
chr10	99079112	99079644	533	*	X229	10023	99079022	99081672	2651	+	0	inside	89	FRAT1
chr10	103879786	103880167	382	*	X231	8861	103867325	103880210	12886	-	0	inside	42	LDB1
chr10	105726867	105727357	491	*	X232	9748	105727470	105787342	59873	+	112	upstream	112	SLK
chr10	111967432	111967859	428	*	X233	4601	111967363	112047123	79761	+	0	inside	68	MXI1
chr10	116581537	116581857	321	*	X235	57700	116581503	116659586	78084	+	0	inside	33	FAM160B1
chr10	119134810	119135311	502	*	X236	118987	119042606	119134937	92332	-	0	overlapStart	0	PDZD8
chr10	22609356	22609788	433	*	X237	648	22610139	22620414	10276	+	350	upstream	350	BMI1
chr10	23003557	23003633	77	*	X238	5305	22823766	23003503	179738	-	53	upstream	53	PIP4K2A
chr10	25012157	25012898	742	*	X239	57584	24872538	25012597	140060	-	0	overlapStart	0	ARHGAP21
chr9	140484689	140484896	208	*	X240	116225	140476531	140484937	8407	-	0	inside	40	ZMYND19
chr9	138798890	138799399	510	*	X241	157922	138700333	138799005	98673	-	0	overlapStart	0	CAMSAP1
chr9	138986911	138987186	276	*	X242	138151	138898383	138987131	88749	-	0	overlapStart	0	NACC2
chr9	134269524	134270051	528	*	X244	84726	134269600	134375575	105976	+	0	overlapStart	0	PRRC2B
chr9	130548004	130548441	438	*	X245	100616250	130548112	130548286	175	+	0	includeFeature	0	MIR3960
chr9	130548004	130548441	438	*	X245	1025	130548305	130553052	4748	+	0	overlapStart	0	CDK9
chr9	129089118	129089421	304	*	X246	89853	129089123	129269320	180198	+	0	overlapStart	0	MVB12B
chr9	129088792	129089021	230	*	X247	89853	129089123	129269320	180198	+	101	upstream	101	MVB12B
chr9	128509036	128509819	784	*	X248	5090	128509617	128729655	220039	+	0	overlapStart	0	PBX3
chr9	126030606	126030866	261	*	X249	55342	125883908	126030855	146948	-	0	overlapStart	0	STRBP
chr9	126031012	126031195	184	*	X250	55342	125883908	126030855	146948	-	156	upstream	156	STRBP
chr2	170590555	170590913	359	*	X251	151230	170590356	170608396	18041	+	0	inside	198	KLHL23
chr2	173292282	173292600	319	*	X253	3655	173292082	173371181	79100	+	0	inside	199	ITGA6
chr2	175869585	175869838	254	*	X254	1123	175664042	175870107	206066	-	0	inside	268	CHN1
chr2	175869914	175870053	140	*	X255	1123	175664042	175870107	206066	-	0	inside	53	CHN1
chr11	48002097	48002499	403	*	X257	5795	48002110	48192394	190285	+	0	overlapStart	0	PTPRJ
chr11	46143331	46143590	260	*	X258	51317	45950870	46142985	192116	-	345	upstream	345	PHF21A
chr11	46142916	46143048	133	*	X259	51317	45950870	46142985	192116	-	0	overlapStart	0	PHF21A
chr11	27493722	27494250	529	*	X263	55366	27387508	27494334	106827	-	0	inside	83	LGR4
chr15	38544481	38545320	840	*	X264	161742	38545052	38649450	104399	+	0	overlapStart	0	SPRED1
chr15	41785903	41785985	83	*	X267	3706	41786056	41795757	9702	+	70	upstream	70	ITPKA
chr15	41786037	41786335	299	*	X268	3706	41786056	41795757	9702	+	0	overlapStart	0	ITPKA
chr2	96810823	96811190	368	*	X269	1844	96808908	96811179	2272	-	0	overlapStart	0	DUSP2
chr20	2673331	2673489	159	*	X272	57593	2673524	2740754	67231	+	34	upstream	34	EBF4
chr20	2673679	2673766	88	*	X273	57593	2673524	2740754	67231	+	0	inside	154	EBF4
chr20	5986905	5987216	312	*	X275	54675	5986739	6020697	33959	+	0	inside	165	CRLS1
chr20	305927	306448	522	*	X276	6666	306215	310872	4658	+	0	overlapStart	0	SOX12
chr20	31172568	31173496	929	*	X278	140688	31030862	31172875	142014	-	0	overlapStart	0	NOL4L
chr20	31172568	31173496	929	*	X278	149950	31175281	31196694	21414	+	1784	upstream	1784	NOL4L-DT
chr20	31350139	31350469	331	*	X279	1789	31350191	31397162	46972	+	0	overlapStart	0	DNMT3B
chr20	32581592	32582119	528	*	X280	22913	32581458	32670991	89534	+	0	inside	133	RALY
chr20	33413076	33413483	408	*	X282	23054	33302578	33413433	110856	-	0	overlapStart	0	NCOA6
chr20	39765712	39766336	625	*	X284	5335	39766161	39804357	38197	+	0	overlapStart	0	PLCG1
chr20	48807094	48808917	1824	*	X285	1051	48807120	48809227	2108	+	0	overlapStart	0	CEBPB
chr20	49347919	49348425	507	*	X286	84612	49348081	49370278	22198	+	0	overlapStart	0	PARD6B
chr20	49547380	49547761	382	*	X287	23394	49506883	49547527	40645	-	0	overlapStart	0	ADNP
chr20	60640487	60640931	445	*	X292	6874	60549854	60640866	91013	-	0	overlapStart	0	TAF4
chr20	62258223	62258414	192	*	X293	26205	62218955	62258381	39427	-	0	overlapStart	0	GMEB2
chr8	66753797	66754326	530	*	X294	5150	66626569	66753969	127401	-	0	overlapStart	0	PDE7A
chr3	182511261	182511876	616	*	X295	23200	182511291	182639421	128131	+	0	overlapStart	0	ATP11B
chr3	182697570	182698706	1137	*	X296	54165	182660559	182698326	37768	-	0	overlapStart	0	DCUN1D1
chr3	159943325	159943812	488	*	X299	401097	159943423	159946000	2578	+	0	overlapStart	0	C3orf80
chr4	160024226	160024726	501	*	X300	152940	159814684	160024105	209422	-	120	upstream	120	C4orf45
chr4	151936683	151936973	291	*	X301	987	151185811	151936649	750839	-	33	upstream	33	LRBA
chr4	103422439	103422709	271	*	X304	4790	103422486	103538459	115974	+	0	overlapStart	0	NFKB1
chr4	102268307	102268858	552	*	X305	5530	101944587	102268628	324042	-	0	overlapStart	0	PPP3CA
chr4	102268307	102268858	552	*	X305	90024	102268934	102270040	1107	+	75	upstream	75	FLJ20021
chr4	102267119	102267485	367	*	X306	90024	102268934	102270040	1107	+	1448	upstream	1448	FLJ20021
chr8	95908146	95908575	430	*	X307	9134	95892453	95907482	15030	-	663	upstream	663	CCNE2
chr6	91006560	91006849	290	*	X308	60468	90636247	91006627	370381	-	0	overlapStart	0	BACH2
chr6	91006049	91006382	334	*	X309	60468	90636247	91006627	370381	-	0	inside	244	BACH2
chr6	90062173	90062717	545	*	X310	51465	90036344	90062619	26276	-	0	overlapStart	0	UBE2J1
chr9	35791662	35791926	265	*	X311	4882	35792406	35809728	17323	+	479	upstream	479	NPR2
chr9	108006891	108007201	311	*	X313	23446	108006929	108200782	193854	+	0	overlapStart	0	SLC44A1
chr9	114658836	114659451	616	*	X314	7357	114659206	114695433	36228	+	0	overlapStart	0	UGCG
chr9	15510541	15511057	517	*	X315	11168	15464065	15511003	46939	-	0	overlapStart	0	PSIP1
chr1	55680584	55681195	612	*	X318	100507634	55681081	55683128	2048	+	0	overlapStart	0	LOC100507634
chr1	55680584	55681195	612	*	X318	23358	55532032	55681039	149008	-	0	overlapStart	0	USP24
chr1	54872237	54872270	34	*	X319	23648	54691104	54872068	180965	-	168	upstream	168	SSBP3
chr1	54871368	54872088	721	*	X320	23648	54691104	54872068	180965	-	0	overlapStart	0	SSBP3
chr1	53793836	53793850	15	*	X323	7804	53708041	53793821	85781	-	14	upstream	14	LRP8
chr1	53793495	53793733	239	*	X324	7804	53708041	53793821	85781	-	0	inside	87	LRP8
chr1	46269358	46269708	351	*	X326	23139	46269285	46501796	232512	+	0	inside	72	MAST2
chr1	33722385	33722413	29	*	X330	149076	33722174	33766320	44147	+	0	inside	210	ZNF362
chr1	33722011	33722338	328	*	X331	149076	33722174	33766320	44147	+	0	overlapStart	0	ZNF362
chr1	31712176	31712749	574	*	X333	79570	31652592	31712734	60143	-	0	overlapStart	0	NKAIN1
chr1	26437749	26438197	449	*	X334	149420	26437656	26452039	14384	+	0	inside	92	PDIK1L
chr1	21502766	21503210	445	*	X337	8672	21132785	21503381	370597	-	0	inside	170	EIF4G3
chr1	21113431	21113857	427	*	X338	50809	21069171	21113799	44629	-	0	overlapStart	0	HP1BP3
chr1	19282328	19283060	733	*	X339	126917	19230774	19282826	52053	-	0	overlapStart	0	IFFO2
chr1	6845501	6845780	280	*	X340	23261	6845384	7829766	984383	+	0	inside	116	CAMTA1
chr1	6761433	6761927	495	*	X341	55735	6694228	6761966	67739	-	0	inside	38	DNAJC11
chr1	1822503	1822576	74	*	X342	2782	1716725	1822526	105802	-	0	overlapStart	0	GNB1
chr1	1822205	1822479	275	*	X343	2782	1716725	1822526	105802	-	0	inside	46	GNB1
chr1	1475626	1475999	374	*	X344	339453	1470158	1475740	5583	-	0	overlapStart	0	TMEM240
chr7	91569952	91570591	640	*	X345	10142	91570189	91739987	169799	+	0	overlapStart	0	AKAP9
chr7	150674959	150675344	386	*	X347	3757	150642044	150675402	33359	-	0	inside	57	KCNH2
chr4	15004870	15005938	1069	*	X348	441009	14911585	15003669	92085	-	1200	upstream	1200	CPEB2-DT
chr4	24585491	24585987	497	*	X350	1665	24529088	24586184	57097	-	0	inside	196	DHX15
chr4	26862417	26863042	626	*	X351	57620	26862313	27027003	164691	+	0	inside	103	STIM2
chr4	42658965	42659131	167	*	X352	10396	42410392	42659122	248731	-	0	overlapStart	0	ATP8A1
